68,80,2024-01-22T07:07:10+00:00,2023-11-17T16:58:15+00:00
100,63,2024-04-03T20:33:31+00:00,2024-08-27T10:37:40+00:00
61,95,2024-04-16T22:32:45+00:00,2024-05-06T02:06:58+00:00
91,23,2024-03-17T07:44:10+00:00,2023-11-16T21:59:28+00:00
73,37,2024-07-07T17:58:04+00:00,2023-10-01T03:07:08+00:00
58,41,2023-10-28T07:07:08+00:00,2023-11-01T00:52:59+00:00
26,5,2024-06-21T23:33:11+00:00,2024-01-09T17:43:52+00:00
47,59,2023-11-22T16:53:44+00:00,2024-02-26T04:33:39+00:00
99,41,2024-05-22T20:57:22+00:00,2024-05-01T08:28:39+00:00
3,82,2023-10-22T09:19:18+00:00,2024-08-14T16:31:44+00:00
59,65,2024-02-26T20:57:47+00:00,2024-05-14T20:45:50+00:00
13,12,2023-11-05T21:13:30+00:00,2024-04-13T06:17:49+00:00
6,42,2024-07-23T05:42:53+00:00,2024-06-13T12:22:03+00:00
43,41,2024-07-27T17:17:03+00:00,2024-07-17T04:57:10+00:00
84,40,2024-09-02T08:26:04+00:00,2024-08-12T06:44:11+00:00
100,57,2023-09-27T06:06:09+00:00,2024-09-09T20:20:13+00:00
61,63,2024-09-13T16:41:47+00:00,2024-06-15T01:05:42+00:00
37,18,2023-12-14T11:03:05+00:00,2024-05-13T23:26:05+00:00
98,42,2024-05-18T22:41:00+00:00,2023-11-07T21:57:31+00:00
72,42,2024-08-04T01:21:35+00:00,2023-11-27T07:26:50+00:00
92,47,2023-11-06T13:13:42+00:00,2024-02-27T11:21:31+00:00
31,64,2024-04-03T20:08:39+00:00,2024-06-05T06:19:51+00:00
28,91,2023-12-01T13:32:33+00:00,2024-06-18T18:03:14+00:00
49,70,2024-01-04T16:56:11+00:00,2024-02-04T21:32:09+00:00
33,27,2024-02-22T09:05:45+00:00,2023-09-25T19:32:16+00:00
15,93,2024-08-30T08:01:59+00:00,2024-08-14T13:34:41+00:00
75,54,2024-08-18T11:07:28+00:00,2024-02-12T22:56:27+00:00
24,38,2024-01-26T02:21:27+00:00,2023-12-15T20:33:15+00:00
25,66,2024-03-30T06:55:29+00:00,2023-11-29T20:47:15+00:00
61,27,2024-01-03T11:42:39+00:00,2024-09-12T05:55:47+00:00
31,84,2023-12-03T04:01:05+00:00,2024-05-04T21:10:12+00:00
82,58,2024-08-14T00:45:42+00:00,2024-01-16T06:19:46+00:00
17,60,2023-11-16T13:37:18+00:00,2024-08-09T21:48:00+00:00
1,11,2023-10-30T11:21:28+00:00,2024-06-28T23:13:11+00:00
43,48,2023-10-14T15:15:39+00:00,2024-08-28T21:29:19+00:00
83,10,2024-03-16T20:44:28+00:00,2024-01-27T10:18:34+00:00
61,31,2024-09-14T19:43:53+00:00,2024-03-04T16:59:48+00:00
84,43,2024-04-10T18:15:59+00:00,2024-06-20T19:17:54+00:00
